nproc,std_dev,broadcast_comm_time, allreduce_comm_time,reduce_comm_time,communication_time,comput_timer1,comput_timer2,comput_timer3,computational_time,elapsed_time
1,4598871784553456432,0.288667,5.388301,0.000007,0.000042,0.000020,0.000068,3.448013,0.996767,0.943521,5.388301,5.388376
2,4598871764382658794,0.288666,0.000026,0.000016,0.000988,0.000127,0.001131,1.733782,0.374833,0.376937,2.485552,2.486690
4,4598871151873702896,0.288632,1.285246,0.000023,0.008212,0.001372,0.009606,0.897768,0.188814,0.190102,1.276684,1.286296
8,4598871466896355403,0.288649,0.000041,0.000016,0.010353,0.001533,0.011902,0.471258,0.103056,0.103524,0.677838,0.689744
16,4598871628897932056,0.288658,0.353452,0.000021,0.000273,0.000666,0.000960,0.244657,0.053916,0.054078,0.352651,0.353616
32,4598871630411300131,0.288659,0.185804,0.000506,0.021678,0.000373,0.022557,0.122594,0.027044,0.027170,0.176808,0.199371
64,4598871411677760243,0.288646,0.088448,0.000936,0.000395,0.000895,0.002227,0.061180,0.013556,0.013619,0.088355,0.090586
